title,description,email,url,thumbnail,Keyword1,Keyword2,Keyword3
TAMUG Sword & History Club,,jacksonglenn@tamu.edu,https://getinvolved.tamu.edu/org/tamug-shc,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Tamug,Sword,Nan
TAMUG Table Tennis,A table tennis club meant for players of all skill levels to join and play table tennis.,,https://getinvolved.tamu.edu/org/2848,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Tennis,Table,Tamug
TAMUG Traditions Council,"TAMUG Traditions Council organizes and runs A&M's traditions, while also educating the Galveston campus on TAMU's rich culture and history.",jnchilds@tamu.edu,https://getinvolved.tamu.edu/org/tamug-traditions,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Traditions,Tamug,Council
TAMUG Triathlon,"The purpose of this organization is to introduce student athletes to the multi-sport realm of Triathlon and develop them into successful student, competitors, and citizens by providing tier one training, travel endeavors, and a family of supportive peer-athletes in order to enhance the collegiate experience of each member as well as to represent TAMUG in a responsible and proud manner.",tamugtriathlon@gmail.com,https://getinvolved.tamu.edu/org/tamug-tri,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Triathlon,Tamug,Athletes
TAMUG Two-Step,The purpose of the TAMUG Two-Step Club is to promote a friendly social atmosphere where members have the opportunity to learn how to two-step and line dance.,tamug2step@gmail.com,https://getinvolved.tamu.edu/org/1447,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Step,Tamug,Social
TAMUG Women Engineering Outreach,The Women in Engineering Outreach Organization is created for female engineers who have a passion about encouraging young women to pursue degrees in engineering. This organization will focus on combining engineering principles and the Aggie Core values,womeninengineeringgv@gmail.com,https://getinvolved.tamu.edu/org/tamug-weo,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Engineering,Technical,Innovation
TAMUG Women in Maritime Operations,Our Motto:,wimostamu@wimos.org,https://getinvolved.tamu.edu/org/2759,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Women,Tamug,Operations
TAMUG Women on the Water,"Women on the Water is a national organization, with chapters at each of the seven maritime academies across the United States. Our mission is support anyone who wants to work in the offshore industry, with an emphasis on supporting women. Each year, there is a Women on the Water conference hosted by one of the aforementioned academies. At said conference, the members of the organization are able to meet and learn from their peers, mentors, and many professionals with varying backgrounds and degrees of experience within the maritime industry. Past attendance has included the likes of officers, Rear Admiral of the Coast Guard, and the first American female captain, Deborah Dempsey. While at the conference, members will benefit from panels, speeches, practice interview sections, and networking events. Beyond the annual conference, the Women on the Water Organization at TAMUG hopes to bring guest speakers to increase learning and networking opportunities. Additionally, we hope to get our members more involved in the camps and community through our own events and volunteering.",,https://getinvolved.tamu.edu/org/1449,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Women,Water,Conference
TAMUG Women's Soccer Club,"Club soccer at Texas A&M University at Galveston contributes to the institution's reputation, upholds Aggie core values, fosters a sense of community, and provides a fun and competitive platform for women on campus, aligning with the university's broader objectives and values.",,https://getinvolved.tamu.edu/org/1450,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Women,University,Soccer
TAMUG Women's Volleyball Club,,,https://getinvolved.tamu.edu/org/1451,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Women,Volleyball,Tamug
TAMUG Yell Leaders,"The TAMUG Yell Leaders keep the Spirit of the 12th Man alive on the Galveston Campus by leading the TAMUG student body in yells and spreading tradition at events such as Midnight Yell, which is held every Thursday before a home football game.",hoffj@tamug.edu,https://getinvolved.tamu.edu/org/tamugyl,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Tamug,Yell,Leaders
TAMUHack,Promote innovation outside the classroom. We host the largest hackathons in Texas every year.,officialtamuhack@gmail.com,https://getinvolved.tamu.edu/org/tamuhack,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Year,Tamuhack,Promote
tamusic club,"To foster a musical community in which students at Texas A&M can collaborate with each other on projects, live performance opportunities, and network amongst musicians",tamusicofficialclub@gmail.com,https://getinvolved.tamu.edu/org/tamusic-club,https://getinvolved.tamu.edu/storage/organizations/951/images/icon.png,Tamusic,Projects,Performance
Task Consulting,"Our mission is to empower small business owners and give students a hands-on, real-life consulting experience",tasktamu@tamu.edu,https://getinvolved.tamu.edu/org/task-consulting,https://getinvolved.tamu.edu/storage/organizations/952/images/icon.png,Consulting,Task,Small
Tau Beta Pi National Engineering Honor Society,"Tau Beta Pi is the national engineering honor society representing all engineering disciplines. It is the equivalent of Phi Beta Kappa for the liberal arts and sciences. It was founded on the belief that an engineers education should comprise more than academics. It should lead to a well-rounded person through the ""fostering of a spirit of liberal culture engineering."" Those academically eligible, the top 1/5 of the senior class and 1/8 of the junior class, are invited to join, but must demonstrate that they posses strength of character in order to obtain member status through participation in cultural, social, community service environments. Graduate students who have attained a GPA of 3.75 are also invited to join. Having obtained membership, it is expected of Tau Bate Pi members that they live a life dedicated to ""Integrity and Excellence in Engineering.""",bjdunbar@tamu.edu,https://getinvolved.tamu.edu/org/tbp,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Engineering,Technical,Innovation
Tau Sigma Delta,"Tau Sigma Delta's primary objective is to celebrate excellence in scholarship, stimulate mental achievement, and award those students who attain high scholastic standing of membership in Architecture, Landscape Architecture, and the allied arts of Design by the rewards of membership in an honor society.",tsdtamu@gmail.com,https://getinvolved.tamu.edu/org/tsd,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Tau,Architecture,Sigma
Tax Law Society,"The purpose of the organization shall be to promote tax law education and career-related opportunities available to Texas A&M University School of Law students. The Tax Law Society is dedicated to providing its members with opportunities to interact and network with tax lawyers and other professionals in the Dallas and Fort Worth business communities. The society sponsors events which bring law students in contact with practitioners in the field of tax law and other related fields, providing a unique opportunity for its members to listen and ask questions in an informal atmosphere.",tamulaw.tls@gmail.com,https://getinvolved.tamu.edu/org/tls,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Law,Traditions,Outreach
Team 12,"The organization's purpose shall be to assist with special events and general administrative tasks for the Texas A&M Lettermen's Association, Texas A&M Football, Texas A&M Basketball and Texas A&M Department of Athletics. The organization shall function as a part of the Texas A&M Lettermen's Association and the Texas A&M University Department of Athletics, under the direction of the Lettermen's Association.",t12president@gmail.com,https://getinvolved.tamu.edu/org/team12,https://getinvolved.tamu.edu/storage/organizations/957/images/icon.png,Association,Lettermen,Shall
Technology Services - Enterprise Application Services - Student Affairs,,,https://getinvolved.tamu.edu/org/ts-eas-sa,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Services,Technology,Nan
Terry Foundation Student Organization,"To encourage interaction within the Terry Scholar community at Texas A&M University and around the state of Texas and to promote scholar involvement and service to the campus and greater community. Additionally, we support students in their first year at TAMU through the ""Terrys Teaching Other Terrys"" mentorship program.",tamuterrys@gmail.com,https://getinvolved.tamu.edu/org/terry-foundation,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Scholar,Terrys,Terry
Tethered Informatics and Data Analytics Lab at Texas A&M University,"The Tethered Informatics and Data Analytics Lab at Texas A&M University (tidaltamu) believes in accelerating discovery, innovation, and exploration in industry, research, and academia. The most daunting of problems that many want to solve in a century, we wanted to solve yesterday. tidaltamu aims to solve problems with an interdisciplinary approach, utilizing methods from computer science and statistics to aid in problem solving in materials science, aerospace engineering, mechanical engineering, etc.",tidaltamu@gmail.com,https://getinvolved.tamu.edu/org/tidaltamu,https://getinvolved.tamu.edu/storage/organizations/960/images/icon.png,Research,Academic,Development
Texas A & M Water Network,"The Texas A&M Water Network is a chapter of the Texas section of the American Water Works Association, dedicated to building an on-campus network of students and water professionals from different disciplines who share a passion for water. The network will connect its members with: professionals from water related fields within academia, industry, and government. The Network works to organize faculty, employer and alumni networking events, educational trips to water industries with strenuous water use, and talks about water science and policy research. The organization will foster social interaction for students by sponsoring gatherings and recreational activities.",aggiewaternetwork@gmail.com,https://getinvolved.tamu.edu/org/water-network,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Research,Academic,Development
Texas A&M ACM SIGGRAPH Student Chapter,"As the Texas A&M University ACM SIGGRAPH student chapter, we strive to promote an increased knowledge of and greater interest in the educational, artistic, and scientific aspects and applications of modern computing in computer graphics; and to provide a means of communication between persons interested in computer graphics and/or digital arts. We exist as a forum for all those interested in graphics and interactive techniques here at Texas A&M and in our surrounding community.",tamuacmsiggraphchapter@gmail.com,https://getinvolved.tamu.edu/org/siggraph,https://getinvolved.tamu.edu/storage/organizations/962/images/icon.jpg,Graphics,Siggraph,Interested
Texas A&M Agronomy Society,"Our mission is to increase and disseminate knowledge concerning soils and crops and the conditions affecting them, as well as the effects of agriculture on the environment, to foster a spirit of cooperation and mutual helpfulness among students in Agronomy, Soils and Environmental Sciences, and to provide an opportunity for a broader acquaintance with agronomic workers and research activities within the field of Soil, Crop and Environmental Sciences. An important part of our mission is to provide leadership opportunities and training for officers and members and to participate in meaningful community service activities.",aggieagronomysociety@gmail.com,https://getinvolved.tamu.edu/org/agronsoc,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Research,Academic,Development
Texas A&M Alternative Protein Project,"The Alt. Protein Project (APP), supported by the Good Food Institute (GFI), aims to advance alternative proteins — direct replacements for conventional meat, eggs, and dairy created through plant-based, cultivated, and fermentation technologies. Non-target proteins, such as insect-based-protein, fall outside of APP’s mission.",tamualtprotein@gmail.com,https://getinvolved.tamu.edu/org/2781,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Food,Pantry,Service
Texas A&M Amateur Radio Club,"To encourage and support amateur radio communication in the Texas A&M community. We offer a unique opportunity to develop skills in both the theory and practice of two-way radio communication and the technology that undergirds it. We hold weekly nets, participate in worldwide contests and other Amateur Radio related events. The club is able to provide emergency and volunteer communications when necessary.",clubofficers.w5ac@gmail.com,https://getinvolved.tamu.edu/org/w5ac,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Radio,Amateur,Communication
Texas A&M American Society of Safety Professionals,"The student chapter of the American Society of Safety Professionals (ASSP) at Texas A&M University is an organization that fosters a relationship with the parent group, the Central Texas Chapter (Austin) of ASSP; increase safety awareness within the school and community; commit to community services; and provides career development and opportunities for future safety professionals. The purpose of this organization shall be to provide a forum for those students with intending careers as environmental, safety and health (ESH) professionals. This organization shall be open to all students with TAMHSC and Texas A&M University (TAMU) who have similar interests. The authority of this organization is derived from this constitution.",apickens@tamu.edu,https://getinvolved.tamu.edu/org/assp,https://getinvolved.tamu.edu/storage/organizations/965/images/icon.jpeg,Safety,Professionals,University
Texas A&M Anthropological Society,"To bring together students interested in anthropology and to meet professors of anthropology, fieldwork opportunities, volunteer work, experimental archaeology, and lectures available to these students",,https://getinvolved.tamu.edu/org/967,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Anthropology,Work,Interested
Texas A&M Ballroom Dance Association,"The Texas A&M Ballroom Dance Association provides an opportunity for students to learn and enjoy ballroom dancing. TAMBDA offers weekly lessons taught by a professional dance instructor, practices, and socials every year. No experience or partner is necessary! If you want to get even more involved, our competition team attends DanceSport competitions across Texas. We love dancing and want everyone to experience the fun with us!",tamuballroomdance@gmail.com,https://getinvolved.tamu.edu/org/tambda,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Dance,Ballroom,Experience
Texas A&M Biochemistry and Genetics Society,To promote interest and knowledge in the fields of genetics and biochemistry. To provide student-student and student-faculty interaction. To provide insight into career opportunities available after graduation with a degree in genetics and biochemistry.,bgs.tamu@gmail.com,https://getinvolved.tamu.edu/org/bgs,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Genetics,Biochemistry,Provide
Texas A&M Bioethics Forum,"The main function of the Texas A&M Bioethics Forum is to encourage the discussion among undergraduate students in a diverse number of topics involving both the issues from the scientific world and their ethical dilemmas. It allows students in different areas of interest to question current matters and concerns that come up in their fields of study. The forum encourages undergraduate students to become more open minded, to think critically, and to broaden their understanding of a variety of topics. The Bioethics Forum is not only looking to engage its own members, but to raise awareness of these concerns throughout the whole population at Texas A&M University.",tamubioethicsforum@gmail.com,https://getinvolved.tamu.edu/org/bioethicsforum,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Forum,Bioethics,Concerns
Texas A&M BodyBuilding,"Texas A&M Bodybuilding Team brings together a like-minded motivated group of individuals with the goal of representing Texas A&M University in individual bodybuilding competitions. The team, much like other sports teams on campus, will work towards the goal of perfecting themselves as athletes within their respective division of the sport. This team fosters growth within the sport through monthly team workouts, social events, communication among members, relevant guest speakers/trainers, and various other means.",tamu.bodybuilding23@gmail.com,https://getinvolved.tamu.edu/org/bodybuilding,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Team,Bodybuilding,Like
Texas A&M Bowling Club,The Bowling Club is here to establish a social organization in which the members meet to further their experience and knowledge of bowling and its concepts. Our goal is to create a pool of interest in bowling through the practical enjoyment of the sport on a University wide basis. Members are also given the opportunity to compete at the club level in intercollegiate bowling tournaments.,bowling.tamu.edu@gmail.com,https://getinvolved.tamu.edu/org/bowling,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Bowling,Members,Wide
Texas A&M Campus Community Emergency Response Team,"The Aggie Campus Community Emergency Response Team (Aggie Campus CERT) educates people about disaster preparedness for hazards that may impact their local area and trains them in disaster response skills, such as fire safety, light search and rescue, team organization, and disaster medical operations. Using the training learned in the classroom and during exercises, Aggie Campus CERT members can assist others on their campus or neighboring community following an incident when professional responders are not immediately available to help. We are sponsored by the Office of Safety and Security at Texas A&M for campus emergency response.",,https://getinvolved.tamu.edu/org/cert,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Campus,Response,Aggie
Texas A&M Chapter of Citizens' Climate Lobby,"The Texas A&M Chapter of Citizens' Climate Lobby is a student-led climate conscious organization that exists to create the political will for climate change solutions by emphasizing nonpartisan science based policy in friendly conversations. We believe in creating a space of like minded individuals wanting to connect with others, make a difference in their communities, learn from leaders in this arena, and want to make a difference in the area of climate change, sustainability, and environmental justice.",ccltexasam@gmail.com,https://getinvolved.tamu.edu/org/1053,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Climate,Make,Difference
"The Texas A&M Chapter of The Coasts, Oceans, Ports, and Rivers Institute","1.TAMU COPRI shall serve as a leader in improving knowledge, education, development, and the practice of civil engineering and other disciplines in the coastal, ocean, port, waterways, riverine, and wetlands environment; 2.Serve its members and society by uniting the disciplines dealing with coasts, oceans, ports and rivers; 3.Promote activities of interest to its members; 4.Serve as a representative of its members to the Department of Civil Engineering, Department of Ocean Engineering, College of Engineering, and the community;",,https://getinvolved.tamu.edu/org/copri,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Engineering,Technical,Innovation
Texas A&M Cheer Squad,"The purpose of the organization is to provide participants with the opportunity to compete in the Collegiate Division of competitive cheerleading events. As such, the organization will not cheer at any athletic department events nor respresent itself as an official spirit organization of the university. The purpose of the organization is to provide the participants with the opportunity to compete in the Collegiate Division of state and national competitive cheerleading competitions.",tamucheersquad@gmail.com,https://getinvolved.tamu.edu/org/cheer-squad,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Cheer,Cheerleading,Collegiate
Texas A&M Chess Club,"To play chess, socialize, and learn chess strategy for the well-being and enjoyment of our members, and to increase appreciation for the game of chess among the student body at large. Join our Discord community to learn more -> https://discord.gg/N9M82yDH62",tamuchess@gmail.com,https://getinvolved.tamu.edu/org/chess,https://getinvolved.tamu.edu/storage/organizations/974/images/icon.jpg,Chess,Discord,Learn
Texas A&M China Hong Dance Society,"The Texas A&M China Hong Dance Society is a non-profit organization founded by students who are passionate to promote Chinese culture and dance. The mission of the China Hong Dance Society is to promote Chinese dance and flourish Chinese culture in the University and local community. We will present members and audience various dance styles from different Chinese ethnic groups and at the meantime showcase the artistic integration of traditional and modern dance elements. Members in the society will not only learn about Chinese culture and dance, but they will also develop lasting friendships with each other.",chinahongdancesociety@gmail.com,https://getinvolved.tamu.edu/org/china-hong,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Dance,Chinese,Society
Texas A&M Chinese Student Association,The objective of this organization shall be: (1) To unite and assist all students at Texas A&M University who are interested in learning about the Chinese culture. (2) To promote a better understanding between those of Chinese descent and those from different ethnic backgrounds.,tamu.csa1963@gmail.com,https://getinvolved.tamu.edu/org/976,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Chinese,University,Interested
Texas A&M Chiropractic Society,"Our mission is to educate students about the career and philosophy of Chiropractic by introducing them to the requirements, the schools available, and the diversity of the career options, while acquainting them with the holistic values of the profession.",tamuchiropracticsociety@gmail.com,https://getinvolved.tamu.edu/org/977,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Career,Chiropractic,Values
Texas A&M Class of 2028,"We exists to lead and represent the Fightin' Texas Aggie Class of 2028! We host class events and traditions, and manage and fundraise for the class gift fund so we can give back to Texas A&M. For our members, we provide leadership development opportunities, social events, and engage in traditions together. We strive to preserve and promote an environment that develops leaders of character dedicated to serving the greater good.",classof2028@aggienetwork.com,https://getinvolved.tamu.edu/org/classof2024,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Class,Traditions,Events
Texas A&M Class of 2025,"To promote Aggie Class of 2025 unity, put on Class events and traditions, and raise money towards the Class Gift Fund.",classof2025@aggienetwork.com,https://getinvolved.tamu.edu/org/classof2025,https://getinvolved.tamu.edu/storage/organizations/980/images/icon.png,Class,Unity,Traditions
Texas A&M Class of 2027,"To promote Aggie Class of 2027 unity, build Class community, host Class events and traditions, raise money towards the Class Gift Fund, and represent the Class of 2027.",classof2027@aggienetwork.com,https://getinvolved.tamu.edu/org/classof2027,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Class,Unity,Traditions
Texas A&M Climbing Team,"The purpose of the organization shall be to compete in indoor rock climbing competitions, meet fellow A&M climbers, and promote climbing as an indoor and outdoor sport.",tamuclimbing@gmail.com,https://getinvolved.tamu.edu/org/climbing,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Climbing,Indoor,Team
Men's Club Basketball,To provide an opportunity for Texas A&M students to compete in basketball against other schools around the nation at a high level.,tamuclubbasketball@gmail.com,https://getinvolved.tamu.edu/org/basketball,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Basketball,Schools,Provide
Texas A&M Club Golf Team,The Texas A&M Club Golf team gives those who are passionate about playing golf a chance to compete at the collegiate level and create lasting and meaningful friendships.,aggieclubgolf@gmail.com,https://getinvolved.tamu.edu/org/golf,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Golf,Team,Playing
Texas A&M College Republicans,"To make known and promote the principles of the Republican Party among the students of TAMU, to recruit TAMU students as members of the club and as members of the Republican Party, to aid in the election of Republican candidates at all levels of government.",info.tamucollegerepublicans@gmail.com,https://getinvolved.tamu.edu/org/college-republicans,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Republican,Members,Party
Texas A&M Compassion 4 Change,"The purpose of this organization is to distribute mental health activity books that empower members of all ages and all walks of life in this ever-changing society and to create positive impacts on our student body through student-led compassionate acts on campus. We don't always have the resources to change the set of circumstances that challenge each person, but each of us has the ability to offer compassion and the tools to help inspire, encourage and empower our community, therefore changing the outlook for a brighter future for all.",tamu@compassion4change.com,https://getinvolved.tamu.edu/org/c4c,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Empower,Change,Compassion
Texas A&M Computing Society,"As the student chapter of ACM, Texas A&M Computing Society serves a dual purpose. We not only encourage the exploration of computing technology, but also provide guidance in navigating the field of computer science. TACS hosts both industry professionals and academic experts as guest speakers throughout the semester. Each meeting provides unique opportunities for networking and practical learning.",tacs-officers@lists.tamu.edu,https://getinvolved.tamu.edu/org/tacs,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Computing,Society,Exploration
Texas A&M Consulting Group,"The Texas A&M Consulting Group (TACG) is a student-organized group that aims to service and improve the operational integrity of locally-based Texas A&M organizations involved in on-campus activities, as well as small businesses operating in the surrounding community. As an extension of our services, TACG has a teaching component in providing case studies for interview preparation, and the professional growth of our members. By focusing on strategic planning and effective methods of organizational change - for short-term or long-term needs - we hope to create innovative and effective solutions for student organizations while fostering personal and professional development for our members. We provide our members with many networking opportunities by hosting several consulting companies during our general meetings throughout the academic year. TACG operates with the highest standards of professionalism in all its relationships, with clients and the outside community. Our internal environment values both cooperation and individual initiative, with the belief that integrity and dedication to our craft will lead to longevity within the Texas A&M community.",tacg.tamu@gmail.com,https://getinvolved.tamu.edu/org/tacg,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Members,Consulting,Tacg
Texas A&M Corps of Cadets Color Guard,,,https://getinvolved.tamu.edu/org/990,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Nan,Guard,Corps
Texas A&M Corps of Cadets Golf Team,"We look to represent the Corps of Cadets and Texas A&M by competing in the National Collegiate Club Golf Association (NCCGA). Our primary purpose is to represent the university the best we can on and off the golf course, making Texas A&M and the Corps look desirable for all students.",,https://getinvolved.tamu.edu/org/1477,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Military,Leadership,Training
Texas A&M Crew Team,"To encourage, support, and participate with members in the enhancement of the sport of rowing by competing at an intercollegiate level in either local and national regattas.",Emilyfzman@tamu.edu,https://getinvolved.tamu.edu/org/crew,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Team,Support,Sport
Technology Law Initiative,"Our purpose is to support students at Texas A&M School of Law in pursuing legal careers in technology related areas of the law including data privacy, cybersecurity, technology transactions and related fields; and in gaining exposure to emerging trends in law related to those areas.",,https://getinvolved.tamu.edu/org/cli,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Law,Traditions,Outreach
Texas A&M Cybersecurity Club,"Whether you are just getting into the cybersecurity field, want to learn more about it, or know what you want to do in the future, our club is the right place for you! We offer our members opportunities to expand their knowledge of cybersecurity topics as well as teach y'all how to network within the tech industry, and give you exposure to all the opportunities here at A&M as well as possible internship or full-time positions through our sponsors and guest speakers!",tamucybersec@gmail.com,https://getinvolved.tamu.edu/org/cybr,https://getinvolved.tamu.edu/storage/organizations/993/images/icon.PNG,Cybersecurity,Want,Opportunities
Texas A&M Cycling Team,"To promote all forms of bicycle racing in the South Central Collegiate Cycling Conference, under the name of Texas A&M. Also to promote cycling in general and grow the sport as a whole.",tamucycling@gmail.com,https://getinvolved.tamu.edu/org/cycling,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Cycling,Promote,Team
Texas A&M Dairy Science Club,"Here at Texas A&M University, the Dairy Science Club strives to promote and develop a better understanding among students of the dairy industry's importance. The club offers many opportunities, such as field trips and guest speakers, for the educational enrichment of current members, the A&M community, and beyond. We endeavor to showcase the best of dairy production through touring, processing plants, transportation facilities, and attending expositions to learn about the newest technologies and inventions. As the sole connection to the dairy industry at Texas A&M University, we strive to put an emphasis on the abundance of job opportunities provided within the dairy management and business sector. To accomplish this  we provide events and opportunities for our members that give them the unique ability to network with other dairy science clubs and current businesses within the field. This allows our members to learn about the diversity and uniqueness within the industry from first-hand experience. The objectives of this organization shall be to promote and develop better understanding among students enrolled in Animal Science, Dairy Science, Food Technology, and other related sciences of the fields open to them upon graduation, to develop leadership to the extent possible in such an organization, and to establish and maintain a spirit of fellowship among all its members",tamudairyscience@gmail.com,https://getinvolved.tamu.edu/org/dsc,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Food,Pantry,Service
Texas A&M Ducks Unlimited,,tamuquackers@gmail.com,https://getinvolved.tamu.edu/org/ducks-unlimited,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Unlimited,Nan,Ducks
Texas A&M Economics Society,,tamueconomicssociety@gmail.com,https://getinvolved.tamu.edu/org/tames,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Society,Nan,Economics
Texas A&M Energy Research Society,"Texas A&M Energy Research Society, serving as the student body of Texas A&M Energy Institute, exists to work for undergraduate and graduate student researchers in the area of energy to ensure that their needs are understood, advocated, and promoted through education, research, and learning.",tamuers@gmail.com,https://getinvolved.tamu.edu/org/ers,https://getinvolved.tamu.edu/storage/organizations/997/images/icon.png,Research,Academic,Development
Texas A&M Engineering Academies Student Organization,"The purpose of the Texas A&M Engineering Academies Organization is to promote the professional and personal development of students who attend or transitioned from an engineering academy in pursuit of a degree within Engineering. The organization will provide academic assistance, opportunities of networking with professional contacts, mentorships, scholarships, as well as the development of leadership skills to former engineering academy students.",eacademy.org.tamu@gmail.com,https://getinvolved.tamu.edu/org/teaso,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Engineering,Technical,Innovation
Texas A&M Eventing,"The Texas A&M Eventing Team exists to introduce, promote, support and educate, with the support of professionals, the sport of Eventing to members and the surrounding community. Members wishing to compete on their own horse will be provided the chance to compete with other students in Area V. When the organization is able, competitive members are given the opportunity to compete at Collegiate Championships through fundraising. Competing members are eligible for funding of entry fees for one USEA-recognized horse trial per year designated as a USEA intercollegiate team challenge. Social members and non-competing equestrians are encouraged to join the team for the same purposes without the requirements of competition.",tamueventing@gmail.com,https://getinvolved.tamu.edu/org/eventing,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Members,Eventing,Compete
Texas A&M Fencing Club,"The purpose is to learn the art of fencing to compete in tournaments with other universities, clubs, and nationally. We work together as a team to learn from each other and to improve physical, as well as mental skills.",tamufencing@gmail.com,https://getinvolved.tamu.edu/org/fencing,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Fencing,Learn,Work
Texas A&M Figure Skating,To promote the sport of figure skating at Texas A&M by providing opportunities to showcase skills and advance in the sport.,tamufsc@gmail.com,https://getinvolved.tamu.edu/org/tamufsc,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Sport,Skating,Figure
Texas A&M Fly Fishing Club,"Our mission is to grow the community of fly fishing at Texas A&M through conservation, research, and community outreach. We hope to learn more about the sport of fly fishing as well as our local fisheries.",tamuflyclub@gmail.com,https://getinvolved.tamu.edu/org/flyfishing,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Research,Academic,Development
Texas A&M German Club,"The Texas A&M German Club will work to spread the German language and German, Austrian and Swiss Culture to anyone who wants to participate. It offers gatherings, presentations, and events, where students can learn, have fun, and improve their German. Events will include movie nights, a ""Stammtisch"" and ""Kaffeestunde"" (social gatherings for students and faculty), socials at German restaurant, and occasional invited speakers.",,https://getinvolved.tamu.edu/org/germanclub,https://getinvolved.tamu.edu/images/tamu-logo-white.png,German,Events,Gatherings
Texas A&M Handball Club,"The purpose of the Texas A&M Handball Club is to teach, learn, and fall in love with the sport of handball. We aim to make new friends, have fun, travel with the club, and most importantly, to help ease the stress of college life.",tamuhandballclub@gmail.com,https://getinvolved.tamu.edu/org/handball,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Handball,Travel,Importantly
Texas A&M Health Science Center - College of Nursing Class Council,"To enhance the educational experience by providing opportunities for networking among students, to represent the interests of students to the administration of the School of Nursing and the HSC, to promote the nursing profession, to develop community outreach through service activities and to assist students in developing leadership skills.",,https://getinvolved.tamu.edu/org/1007,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Nursing,Health,Administration
Texas A&M Health Science Center College of Nursing Student Nurses' Association,"The mission and purpose of the Texas A&M Health Science Center School of Nursing Student Nurses' Association is to organize, represent, and mentor students preparing for initial licensure as registered nurses, as well as those enrolled in baccalaureate completion programs. Convey the standards and ethics of the nursing profession. Promote development of the skills that students will need as responsible and accountable members of the nursing profession. Advocate for high quality health care. Advocate for and contribute to advances in nursing education. Develop nursing students who are prepared to lead the profession in the future.",carrerova@tamu.edu,https://getinvolved.tamu.edu/org/tamhscconsna,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Nursing,Health,Nurses
